BV2 CONTROL (1),BV2 + TGFB (1),BV2 + IL10 (1),BV2 + LPS (1),BV2 CONTROL (2),BV2 + TGFB (2),BV2 + IL10 (2),BV2 + LPS (2),BV2 CONTROL (3),BV2 + TGFB (3),BV2 + IL10 (3),BV2 + LPS (3),BV2 CONTROL (4),BV2 + TGFB (4),BV2 + IL10 (4),BV2 + LPS (4),Student's T-test Significant BV2 + TGFB_BV2 CONTROL,Student's T-test significant,Student's T-test Significant BV2 + IL10_BV2 CONTROL,Student's T-test significant_,Student's T-test Significant BV2 + LPS_BV2 CONTROL,Student's T-test significant__,Peptides,Razor + unique peptides,Unique peptides,Score,MS/MS count,-Log Student's T-test p-value BV2 + TGFB_BV2 CONTROL,Student's T-test Difference BV2 + TGFB_BV2 CONTROL,Student's T-test Test statistic BV2 + TGFB_BV2 CONTROL,-Log Student's T-test p-value BV2 + IL10_BV2 CONTROL,Student's T-test Difference BV2 + IL10_BV2 CONTROL,Student's T-test Test statistic BV2 + IL10_BV2 CONTROL,-Log Student's T-test p-value BV2 + LPS_BV2 CONTROL,Student's T-test Difference BV2 + LPS_BV2 CONTROL,Student's T-test Test statistic BV2 + LPS_BV2 CONTROL,Majority protein IDs,Protein names,Gene names
17.51221657,18.05621338,17.1602459,17.45739746,17.99766541,18.15105629,16.75447083,17.52962875,17.54162598,17.87038803,18.65839958,17.59288025,16.91671944,17.60037804,17.57429695,17.47238922,,,,,,,6,6,6,19.308,24,0.848817175,0.427452087,1.69177281,0.033152744,0.044796467,0.096187574,0.032344017,0.021017075,0.093919637,Q61543;F8WHM5;F6RSH1,Golgi apparatus protein 1,Glg1
18.79813576,19.27462387,19.22288895,18.40590668,18.32693863,18.79026604,18.56167603,19.3959446,18.77156067,19.24458313,19.28369522,18.97435379,18.32948112,18.79179192,18.53757477,18.11796761,+,BV2 + TGFB_BV2 CONTROL,,,,,2,2,2,7.0661,21,1.320328795,0.468787193,2.479668983,0.688476032,0.344929695,1.421901084,0.211033876,0.167014122,0.530021251,P56135;F8WHP8,"ATP synthase subunit f, mitochondrial",Atp5j2
15.38373756,14.98361683,14.99863434,15.39670467,15.93336773,15.37126637,14.57204914,15.36086464,15.2610302,15.41045094,15.51865292,15.25240707,15.32583237,15.21625328,15.37605762,15.26297569,,,,,,,1,1,1,2.7336,1,0.597097769,-0.230595112,-1.264723574,0.658617457,-0.359643459,-1.37089869,0.445770645,-0.157753944,-0.994708163,Q62384;F8WHU9;Q8C8U3;Q3TI08;Q9JJA1;Q3TY03;Q3TIH8,Zinc finger protein ZPR1,Zpr1
14.96840954,14.84117126,16.26372719,15.53588295,15.23309517,15.43654919,15.89626122,16.34614944,15.22037792,15.97165585,16.49983025,15.39258575,15.0901947,15.33067226,15.4752903,15.18410015,,,+,BV2 + IL10_BV2 CONTROL,,,4,4,4,6.1156,6,0.510549253,0.266992807,1.112148553,2.097597592,0.905757904,3.899634255,0.949261969,0.486660242,1.858914937,P61211;F8WIB1;Q9D7H9;Q3TIR2;Q4V9U3,ADP-ribosylation factor-like protein 1,Arl1
18.36521149,18.73905563,19.53235245,16.12064362,18.5042057,18.70222092,18.03633499,16.04857254,17.5439682,18.87318611,19.84946632,17.34256172,17.67899895,18.89299965,18.87234497,17.41584015,+,BV2 + TGFB_BV2 CONTROL,,,+,BV2 + LPS_BV2 CONTROL,7,7,7,50.286,34,1.714616385,0.778769493,3.171083478,1.180477974,1.049528599,2.243851213,1.563675838,-1.291191578,-2.900682414,P10923;F8WIP8;Q3UZY3;Q3UBR1;Q3TND2;Q66JX3;Q3TLP1,Osteopontin,Spp1
18.44139671,18.48302078,18.61751747,18.14504623,18.27598763,18.51356506,18.54381752,17.95781708,18.58908081,18.34931564,19.37122345,17.7796936,17.96538925,19.30983543,18.42836761,17.99014854,,,,,,,10,10,9,96.539,75,0.647333093,0.345970631,1.351539971,0.837977571,0.422267914,1.673679819,1.202585899,-0.349787235,-2.280912336,Q60854;Q3U3L3;F8WIV2;E9Q108;E9Q0P9;K7E6F1,Serpin B6,Serpinb6;Serpinb6a
17.28663063,16.98981667,17.41385841,17.31158829,17.55112267,16.99634171,17.67617798,17.67307472,17.65424538,17.29876137,18.60113907,16.65018272,16.46553421,17.23069572,17.97163391,16.5424118,,,,,,,12,12,12,27.894,50,0.150189565,-0.110479355,-0.393379697,0.927342748,0.676319122,1.822496024,0.20260271,-0.195068836,-0.511631205,P39054;G3X9G4;Q3TBU6;Q3TCR7;P39054-2;F8WIV5;Q3T9X3;G3UZZ3;Q9CUM4,Dynamin-2,Dnm2
18.58325195,17.91134453,17.82966042,17.6417408,18.55254936,17.74884796,19.40777397,19.02337074,17.44078827,17.071064,18.1249485,16.50458717,17.8147831,18.94017029,18.16127968,18.28784752,,,,,,,5,5,5,8.4577,39,0.142892902,-0.179986477,-0.376320872,0.257900396,0.283072472,0.629528996,0.147291201,-0.233456612,-0.386622652,P62245;F8WJ41;D3YVB4;D3Z712,40S ribosomal protein S15a,Rps15a
13.43502331,16.6617775,17.04761314,17.2765789,14.18153572,18.20079231,16.90312958,17.16359138,13.96260452,18.20179939,14.76311684,17.20007515,17.42938995,17.76661873,17.08938789,17.21665192,+,BV2 + TGFB_BV2 CONTROL,,,+,BV2 + LPS_BV2 CONTROL,3,3,3,8.9805,12,1.635085202,2.955608606,3.027598055,0.78895389,1.698673487,1.591635654,1.45832533,2.462085962,2.716425071,P62996;F8WJG3;Q5PR75,Transformer-2 protein homolog beta,Tra2b
18.99802208,18.81030083,18.86208725,18.76907539,18.68585777,18.02318001,19.32516098,19.40199661,18.37411308,18.31424713,18.20442772,17.20628929,18.09563446,18.87597656,18.67872429,18.61540031,,,,,,,5,5,5,16.485,47,0.039952216,-0.032480717,-0.115113177,0.320677934,0.229193211,0.7566936,0.027425414,-0.040216446,-0.080046681,Q99L47;F8WJK8;Q3U9V1;Q3U8D2;Q3TGW8;Q3U3N7,Hsc70-interacting protein,St13
16.09209633,16.24170303,17.31734276,16.49870872,15.42107868,16.32192802,16.27714157,17.08576202,16.66941071,16.55161858,15.98025131,16.20359612,16.20367241,16.40484238,16.65354538,15.85552597,,,,,,,11,10,8,7.0632,16,0.484881735,0.283458471,1.065995985,0.554916844,0.460505724,1.190898532,0.372818336,0.314333677,0.858030021,P17710;G3UVV4;Q3TJE3;P17710-3;P17710-4;P17710-2;Q3TTB4;Q3UE51;Q3UPC4,Hexokinase-1;Hexokinase,Hk1
19.60103035,20.1021347,19.09784698,20.14058495,19.58571053,19.33357048,20.28025436,20.2053833,19.67402267,19.33396339,20.39173508,19.16083717,19.31367111,19.16849518,19.62033081,20.17925262,,,,,,,10,10,10,104.91,134,0.096489704,-0.059067726,-0.263780743,0.433745826,0.303933144,0.972533137,0.688011233,0.377905846,1.421109458,Q60930;G3UX26;A0A286YCR8;D3YZT5,Voltage-dependent anion-selective channel protein 2,Vdac2
16.61266708,15.93735123,16.99291611,17.35801506,17.06571007,16.57073021,16.53170204,17.37915802,17.36273193,16.99733353,18.16329575,16.52729416,17.56948471,17.64828682,17.08451843,16.6066227,,,,,,,4,4,4,16.934,11,0.382547987,-0.364223003,-0.876575822,0.034668839,0.040459633,0.100429399,0.240861278,-0.184875965,-0.593855242,Q8BHD7;G3UZ01;G8JL74;G3UXA6;Q8BHD7-2;G3UY95,Polypyrimidine tract-binding protein 3,Ptbp3
17.93347168,18.77239799,17.14748383,18.783535,18.95628548,19.16964531,18.00426483,21.27002144,18.75942039,18.8497715,19.48109055,18.26091003,18.51244736,18.38038445,18.3304882,18.42775536,,,,,,,1,1,1,-2,1,0.405302522,0.252643585,0.919548028,0.226719764,-0.299574375,-0.563820723,0.381636241,0.645149231,0.874842421,Q8C1J3;G3UXE1;Q8VEU4;Q6UAE8;Q8C0S2,Olfactory receptor,Olfr112;Olfr113
17.32737732,17.44556427,17.7748127,16.40914154,16.68071747,17.66455841,17.90412903,16.68647385,17.0171566,17.22872543,18.1841774,17.14260483,17.10574532,17.5575676,13.44776726,16.30595398,+,BV2 + TGFB_BV2 CONTROL,,,,,5,5,5,11.201,12,1.449039265,0.441354752,2.700340017,0.064022204,-0.20502758,-0.180191076,0.867738264,-0.396705627,-1.723321636,Q9D7G0;Q9CS42;G3UXL2;Q3UYQ0;Q3TI27;Q3UPD5;Q8C5R8,Ribose-phosphate pyrophosphokinase 1;Ribose-phosphate pyrophosphokinase 2,Prps1;Prps2;Prps1l3;Prps1l1
18.69784927,18.13570976,18.9967823,18.63293076,18.55363655,18.32899857,19.43837357,19.34533501,18.45281982,18.02966499,19.21012497,17.99169922,18.16545677,18.50195313,18.39962006,18.26100159,,,,,,,11,11,11,40.716,81,0.688100716,-0.218358994,-1.421261866,1.140941838,0.543784618,2.177735604,0.105892937,0.090301037,0.287196099,P97371;G3UXZ5;G3UXY0;G3X9K9;G3UWN9,Proteasome activator complex subunit 1,Psme1
18.94025612,19.69126892,18.1041584,19.84512329,18.74635696,19.71546936,17.85269928,18.34836578,18.71125603,20.23549461,20.34927177,20.80396461,20.33210564,18.87186241,18.16849518,19.90939713,,,,,,,3,3,3,28.839,40,0.412255552,0.44603014,0.932572488,0.346918182,-0.563837528,-0.808122512,0.369477019,0.544219017,0.85163633,Q8CCS6;G3UY42;Q8CCS6-2,Polyadenylate-binding protein 2,Pabpn1
20.53240967,20.11946297,20.28962708,19.72017097,20.15807724,19.57826614,19.92201614,20.232687,19.17108917,18.36785889,20.63652992,19.42174911,18.62531662,19.74881554,19.86856651,19.29416656,,,,,,,2,2,2,12.8,25,0.106958728,-0.168122292,-0.289829273,0.546418194,0.557461739,1.175906894,0.032212705,0.045470238,0.093551048,P62858;G3UYV7,40S ribosomal protein S28,Rps28
17.04569626,16.5737648,16.39235115,16.68058014,16.81890678,17.12777328,16.45195198,16.30766296,17.30162048,17.8741169,17.86556435,16.35669327,16.65060234,17.49373055,16.74583244,17.30090714,,,,,,,2,2,2,5.6976,9,0.45267239,0.313139915,1.007378794,0.088474881,-0.090281487,-0.243553793,0.497751834,-0.29274559,-1.089196116,P50431;G3UZ26;G3UYY1;Q9CWR5,"Serine hydroxymethyltransferase, cytosolic;Serine hydroxymethyltransferase",Shmt1
16.31025696,15.15872765,17.38093376,16.81603432,16.9903698,17.02106667,16.05830956,14.45830536,17.37898827,14.87132359,17.46833801,13.98835945,15.63432884,16.66275215,14.54788876,16.38463211,,,,,,,1,1,1,7.8811,8,0.440961374,-0.650018454,-0.985854705,0.100154592,-0.214618444,-0.272946491,0.712857237,-1.166653156,-1.46333209,O88508;G3UZG8;O88508-2,DNA (cytosine-5)-methyltransferase 3A,Dnmt3a
17.62770462,17.90559769,17.47722054,18.00228691,17.75100708,18.42689514,15.40756607,17.21769333,17.76415825,18.82668495,18.95085716,18.25437355,16.46902084,17.82637405,17.36981964,18.10236549,,,,,,,3,3,3,12.429,27,1.127978891,0.84341526,2.156097872,0.044771141,-0.101606846,-0.128375961,0.595779037,0.491207123,1.262429268,P67871;G3UZJ5;N0E4C0;N0E4C5;N0E463;G3UZA4;N0E462;G3UXG7;G3UXU2;G3UZX4,Casein kinase II subunit beta,Csnk2b;Csnk2b-Ly6g5b
18.21967888,19.55146027,18.5849781,19.19330406,18.11003494,18.98690224,18.22910118,18.15555954,18.79829407,19.12772179,13.85872936,19.62490654,19.72115517,18.10538673,18.32702637,18.82242775,,,,,,,1,1,1,-2,3,0.18947718,0.230576992,0.482674147,0.575732573,-1.46233201,-1.22744667,0.193132069,0.236758709,0.4907786,Q99MQ1;G3X8S6;Q99MQ1-2,Protein bicaudal C homolog 1,Bicc1
16.3179245,16.77339745,15.92239857,16.66247368,15.21055698,15.62593746,13.64645386,16.31178284,16.2193203,14.45571232,17.3888588,17.48895454,17.64990234,15.14043045,14.44004917,17.09805298,,,,,,,2,2,2,4.8405,4,0.569654545,-0.850556612,-1.216799223,0.467311179,-0.999985933,-1.034121882,0.428008067,0.540889978,0.961906301,Q0P678;Q0P678-2;H3BIW0;G3X8T2,Zinc finger CCCH domain-containing protein 18,Zc3h18
18.87609673,19.87017822,19.6937561,19.57294846,18.35737228,19.78921509,19.11753654,19.77098083,19.40420151,20.37220192,19.89365196,18.39079094,18.87201309,20.42326736,19.42971802,19.16277885,+,BV2 + TGFB_BV2 CONTROL,,,,,9,9,9,64,95,2.422568789,1.236294746,4.577750044,1.281320659,0.656244755,2.413535973,0.411363914,0.346953869,0.930904949,Q9D2D1;G3X8T3;P16675,Carboxypeptidase;Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain,Ctsa
14.87843418,15.80279446,15.25609779,15.32446194,14.52649879,14.55272865,16.04148865,17.70015526,15.28875828,15.50804234,14.56866837,14.87589359,15.59572411,16.20130157,14.52698803,16.14106941,,,,,,,5,5,5,10.643,4,0.477160284,0.443862915,1.052018079,0.02072818,0.025956869,0.060931479,0.683434637,0.93804121,1.413311024,Q62230;H9KUZ3;G3X8X6;Q62230-3,Sialoadhesin,Siglec1
14.95800877,12.97263336,15.49066257,15.91786194,15.34824371,15.84357738,14.33441353,15.40137959,15.28182125,17.03509903,15.52313328,14.28682804,15.18107414,15.27932072,14.87414169,15.30499268,,,,,,,2,2,2,5.3261,2,0.036478052,0.090370655,0.105474734,0.180448213,-0.1366992,-0.462512181,0.034820256,0.035478592,0.100852344,Q920Q4;Q8BWV2;G3X8X7;A2BI90;Q8C016;Q920Q4-2,Vacuolar protein sorting-associated protein 16 homolog,Vps16
16.16982651,15.09147644,14.27895737,15.19425678,14.83733463,14.91373062,13.61446762,16.61783981,14.75488758,14.61217785,15.24477291,14.73552895,15.42213058,13.43694782,13.57509041,15.63857746,,,,,,,1,1,1,1.2185,2,0.781608739,-0.782461643,-1.579307465,1.151203355,-1.11772275,-2.194877392,0.189869029,0.250505924,0.483544595,S4R1Y5;G3X926;Q9JJ80,Ribosome production factor 2 homolog,Rpf2
17.59972382,16.45710754,17.20762444,16.74596405,17.47650909,16.67604065,17.3502655,17.36487007,17.80668831,17.60754776,18.17006111,17.61561584,17.04131699,17.40374374,17.41187477,16.99014854,,,,,,,6,6,6,16.032,32,0.666339337,-0.444949627,-1.384118563,0.071480155,0.053896904,0.199792549,0.559059303,-0.301909924,-1.198190856,Q920B9;G3X956,FACT complex subunit SPT16,Supt16h;Supt16
15.6128397,15.64751434,16.66233444,14.60917854,15.3625946,15.4493103,15.84473038,14.47706223,16.95685196,15.79083252,17.6580162,15.50509834,16.17311096,14.86549187,16.85817528,14.7875967,,,,,+,BV2 + LPS_BV2 CONTROL,1,1,1,3.7336,5,0.700395365,-0.588062048,-1.44217824,0.687959787,0.729464769,1.421021832,1.509397478,-1.181615353,-2.805330847,Q8R1S4;Q6ZQB7;G3X9H7;Q8R1S4-2,Metastasis suppressor protein 1,Mtss1
14.56961823,15.08777905,13.21202564,13.47294426,14.56319618,14.10156536,13.77004433,14.25937557,14.67975521,13.88798237,14.25044632,14.15077877,13.04637909,13.46601677,13.69989777,14.05477428,,,,,,,2,2,2,1.0776,2,0.053354162,-0.078901291,-0.151702261,0.494692388,-0.481633663,-1.083691919,0.214703496,-0.230268955,-0.537975898,Q9ER88;G3X9M0;G3UWM7;G3UWZ6;A0A0R4J1B9;Q9ER88-2,"28S ribosomal protein S29, mitochondrial",Dap3
18.57710457,17.23734093,17.20943451,18.9726162,18.0745697,17.36247444,12.65769386,20.06500053,17.88434982,15.37812519,14.9312458,19.13611031,16.73277664,17.99777412,17.39489746,18.87180328,,,,,+,BV2 + LPS_BV2 CONTROL,7,7,7,47.608,28,0.560714192,-0.823271513,-1.201101404,0.986989232,-2.268882275,-1.921572878,1.638061988,1.444182396,3.032926923,P97372;G3X9V0;E0CZ90,Proteasome activator complex subunit 2,Psme2
16.99313736,18.16932869,18.42804146,18.34979057,17.03574371,17.69526863,18.57721519,18.32711411,18.73426628,18.56346512,19.60622787,17.45619392,18.09836197,18.42369843,18.26270103,17.86102676,,,,,,,6,6,6,18.785,35,0.48588245,0.497562885,1.067804266,0.987347951,1.00316906,1.922168599,0.241659457,0.283154011,0.595538636,Q8CAY6;G3XA25;Q80X81;A0A3B2WAL8;Q8R4V3,"Acetyl-CoA acetyltransferase, cytosolic",Acat2;Acat3
13.34788418,13.91242313,16.094841,16.05146408,15.0156765,15.90564537,17.08545113,15.87644482,16.83034134,13.39160919,17.56569672,16.19387245,15.31953144,14.32091713,17.01388931,15.66830349,,,,,,,3,3,3,7.2057,6,0.359196044,-0.745709658,-0.831881601,1.232362194,1.811611176,2.330944898,0.522341833,0.819162846,1.133200608,P58044;G3XA48;H3BLP1;H3BLF8;H3BKD7,Isopentenyl-diphosphate Delta-isomerase 1,Idi1
17.69920731,18.2654953,17.69920731,18.79943275,17.91741943,19.07702446,18.56922531,18.06350136,18.21456528,18.40299606,18.37822723,18.85626221,18.9863472,18.38232803,18.61374664,18.82615662,,,,,,,15,15,6,95.381,92,0.434751814,0.32757616,0.974393225,0.117069018,0.11071682,0.314604919,0.600112463,0.43195343,1.269965354,G4V4Z1;P70355;Q1KYL9;A0A068ETZ5;G4V4Z2;Q1KYM2;A0A240FAT1,,gag-pro-pol;gag-pol;gag
17.0372467,16.59283638,17.20933914,13.36899757,17.29463959,16.45821381,16.32734299,16.56838608,16.94169044,16.78634644,18.06707764,16.04454422,16.57471085,16.85050392,16.88405037,13.5514307,,,,,+,BV2 + LPS_BV2 CONTROL,7,7,7,14.032,21,0.833679387,-0.29009676,-1.666501204,0.155880896,0.159880638,0.406576641,1.312725514,-2.078732252,-2.466754155,G5E829;Q8K314,Plasma membrane calcium-transporting ATPase 1,Atp2b1
16.64624977,14.22317219,16.4935112,15.72139263,14.51372719,14.58249474,14.07322121,19.1498661,14.70428181,13.41204071,12.92714787,14.84597969,14.19005585,13.18028259,14.32108212,17.78180885,,,,,,,3,3,3,30.378,12,0.915255278,-1.164081097,-1.802403634,0.245214431,-0.559838057,-0.603021286,0.828164208,1.861183167,1.657286283,P56395;G5E850;E0CY88,Cytochrome b5,Cyb5a
16.9859314,17.06465912,17.58343506,16.21621513,17.3020668,18.30839157,17.75257683,17.86284256,17.32816696,17.10021019,17.76156425,16.91846657,17.09486198,17.13550949,16.64962196,16.1704731,,,,,,,8,8,8,16.483,22,0.300236397,0.224435806,0.715965486,0.411665826,0.25904274,0.931469672,0.423723364,-0.385757446,-0.953950804,Q99NB9;G5E866;Q3US00;A0JLN0,Splicing factor 3B subunit 1,Sf3b1
19.45072746,19.64015388,19.2583828,19.8934288,19.25137138,19.33201981,18.89791107,19.3806591,19.79506302,20.23619652,20.40644646,19.31174469,19.14469719,19.61624336,19.3257103,18.71578789,,,,,,,12,12,12,65.322,90,0.584745654,0.295688629,1.243200231,0.061492761,0.061647892,0.173485121,0.112490166,-0.085059643,-0.303429276,Q8R081;G5E924;Q3UMT7;G3UY38,Heterogeneous nuclear ribonucleoprotein L,Hnrnpl
14.60761929,16.16455269,15.41557693,15.42061806,15.22287083,16.24289513,14.80720425,16.10250854,16.45075989,15.91671944,16.59349251,16.08370781,16.1160183,16.07209015,15.81307983,16.47620773,,,,,,,1,1,1,10.13,8,0.545089714,0.499747276,1.173559648,0.035633264,0.058021307,0.103121116,0.389226554,0.421443462,0.889245328,Q8K1E0;H3BJ02;H3BJE3;I1E4X1;Q8K1E0-2,Syntaxin-5,Stx5;Stx5a
16.42280388,15.87788296,17.27993774,15.54906273,16.53840065,16.31249237,14.35229778,16.17271996,16.49333954,16.51189232,17.0685482,16.02230263,15.89100075,16.31178284,16.45925522,15.46910095,,,,,,,1,1,1,10.542,4,0.158143378,-0.082873583,-0.411796998,0.023068947,-0.046376467,-0.067642642,1.227542917,-0.533089638,-2.322837551,Q6NVF9;H3BKW0;H3BJ30;H3BJW3,Cleavage and polyadenylation specificity factor subunit 6,Cpsf6
15.50317383,13.70014763,15.74028111,15.69133472,15.8509922,14.79899693,15.49956608,15.12332535,15.45301342,14.47235107,15.51939011,14.23446178,12.8887043,15.23877811,15.47782135,15.23339462,,,,,,,2,2,2,6.0065,3,0.192979824,-0.371402502,-0.490441651,0.408157693,0.635293722,0.924902186,0.06996228,0.146658182,0.195823506,Q60875;H3BJU7;H3BJ45;H3BJ40;H3BKH9;H3BJX8;Q60875-5;Q60875-4;Q3TYZ4;A0A2X0SFE2;Q60875-2;Q60875-3,Rho guanine nucleotide exchange factor 2,Arhgef2
20.32212639,20.45573235,21.30491066,22.61739731,20.43104362,21.83302498,21.45648384,21.70358086,21.18046761,21.55501366,22.00699806,22.36508942,21.07025146,20.95119858,21.13520813,22.13630486,,,+,BV2 + IL10_BV2 CONTROL,+,BV2 + LPS_BV2 CONTROL,14,14,14,156.85,211,0.551203841,0.447770119,1.184353924,1.338566502,0.724927902,2.510697957,2.601031087,1.454620838,4.978320522,Q9R0P3;H3BKH6;H3BLJ9;H3BJL6;H3BK43;H3BJP2,S-formylglutathione hydrolase,Esd
16.09864807,14.46186352,16.66275215,16.11427116,16.75798798,12.69586182,16.50824356,16.84536743,13.35234928,15.66169453,13.87930202,15.66544724,13.76244164,16.46984863,15.99320412,15.7163372,,,,,,,1,1,1,9.319,3,0.050850205,-0.170539618,-0.144935527,0.304159693,0.768018723,0.723830052,0.578398817,1.092499018,1.232111243,H3BKY1;H9H9R4;Q9JHJ3,Glycosylated lysosomal membrane protein,Glmp
16.68756676,15.56572723,15.90897846,15.11646557,16.4790535,15.32530499,15.36317635,16.57089424,15.30096054,15.55014515,14.58839321,15.65592194,15.86935329,15.61217785,16.02136993,15.89543343,,,,,,,3,3,3,8.7561,4,0.904211879,-0.570894718,-1.784039454,0.648880841,-0.613754034,-1.35419806,0.258694296,-0.274554729,-0.631178026,O08784;Q05BH6;Q7TPZ2;H3BL37;Q3TBZ3;Q3TAB2,Treacle protein,Tcof1
18.52875137,18.08871651,19.61460876,19.19553947,17.94483757,19.12550354,18.98973274,18.00820923,18.63442039,19.06497383,19.50035858,18.31994629,18.83114624,18.71856689,18.59532356,18.81615829,,,,,,,2,2,2,7.3137,27,0.378292228,0.264651299,0.868476931,1.198610984,0.690217018,2.274243702,0.114579347,0.100174427,0.30853748,Q9JM76;H7BWZ3;A0A0G2JFK7;D3Z2F7;D3Z2F8,Actin-related protein 2/3 complex subunit 3,Arpc3
19.53244781,18.52182961,18.94852066,18.55588531,19.5118103,19.00338554,18.39422798,18.91537666,19.15350723,18.46143913,18.92230606,17.61360168,18.04185104,19.29174232,19.26807976,17.69662857,,,,,,,7,7,7,18.708,54,0.242201704,-0.240304947,-0.596681553,0.173973493,-0.176620483,-0.44792676,0.925720779,-0.86453104,-1.819800337,Q6PDM2;H7BX95;Q6PDM2-3;Q6PDM2-2,Serine/arginine-rich splicing factor 1,Srsf1
14.60206127,14.81982994,14.80092621,14.92174816,14.91078281,14.57595253,14.16806889,16.24432755,14.4235754,13.70386219,14.01675224,14.88221359,14.60733032,15.14790249,15.10458755,14.48060131,,,,,,,1,1,1,2.1393,1,0.082270064,-0.074050665,-0.227717383,0.157063472,-0.113353729,-0.409307082,0.588791382,0.4962852,1.250258143,O08579;Q3THM8;I7HJS1,Emerin,Emd
20.5418911,19.16130447,20.2196312,20.35519981,20.32882309,20.77289772,19.30389595,21.10578346,20.45873833,20.88539314,21.64755058,20.59823418,20.50339127,19.98342705,20.420084,21.57047653,,,,,,,6,6,6,70.827,99,0.262342729,-0.257455349,-0.638741718,0.043436447,-0.060420513,-0.124714791,0.815115018,0.449212551,1.635465584,Q6ZWV3;I7HLV2;Q3THJ6;P86048,60S ribosomal protein L10;60S ribosomal protein L10-like,Rpl10;Rpl10l
17.0792141,16.86713409,16.7818718,16.63693619,16.57924271,16.51929855,17.94678116,16.78468513,16.75499153,16.75694656,16.04422379,17.46003914,15.73219395,16.71464729,16.24287605,16.92740822,,,,,,,4,4,4,10.495,15,0.244191086,0.178096056,0.600869798,0.162842351,0.217527628,0.42259319,0.575842032,0.4158566,1.227638241,Q60931;Q5EBQ0;Q3TTN3;J3QMG3,Voltage-dependent anion-selective channel protein 3,Vdac3
16.46933937,18.16643715,17.64990234,15.9724865,16.8294754,19.45597267,17.62335205,16.23999023,17.18766212,19.54732323,17.93427849,15.94045162,18.85744667,19.40434837,17.65885353,14.98948288,+,BV2 + TGFB_BV2 CONTROL,,,+,BV2 + LPS_BV2 CONTROL,8,8,7,30.369,36,1.569309623,1.807539463,2.910633085,0.299346133,0.380615711,0.714177634,1.394948073,-1.550378084,-2.607104515,P28650;J3QN31;P28650-2,Adenylosuccinate synthetase isozyme 1,Adssl1
15.79811764,15.77367973,15.59330368,15.75540924,15.89595413,16.4707222,13.22520828,16.59387207,15.97075748,16.7171936,16.52515411,13.996418,16.03424072,16.02613449,16.23371315,15.91169643,,,,,,,3,3,3,2.7883,3,0.717888343,0.322165012,1.471859545,0.295659175,-0.530422688,-0.706760454,0.267073003,-0.360418558,-0.648513057,P13864;J3QNW0;Q3UHZ3;Q7TSJ0;P13864-2;Q3UPE8,DNA (cytosine-5)-methyltransferase 1;DNA (cytosine-5)-methyltransferase,Dnmt1
16.22817993,15.64041424,15.30078125,15.46945095,15.96088409,15.53025436,13.82916355,16.09895706,15.21158409,15.48683548,14.04638863,13.79249573,15.70163155,15.41409016,13.61347675,15.65180874,,,+,BV2 + IL10_BV2 CONTROL,,,2,2,2,2.1924,1,0.538788984,-0.257671356,-1.162412792,1.955201912,-1.578117371,-3.620796468,0.42238447,-0.522391796,-0.951461322,P18572;J3QP71;K3W4Q8;O55108;O55107;P18572-2,Basigin,Bsg
16.49189949,16.96859932,15.73137188,16.93272209,16.21399689,16.72240639,14.1418829,16.17406654,16.44465828,16.9415741,17.41146088,17.18359756,16.94786453,16.69547272,16.20907211,16.93824768,,,,,,,3,3,3,10.379,11,0.922570862,0.307408333,1.81456486,0.415300279,-0.651157856,-0.938260852,0.479552011,0.282553673,1.056352584,P53810;Q3UE53;J3QQ30;J3QPW1;Q3TGI6;Q3TIQ3;F8WGG5,Phosphatidylinositol transfer protein alpha isoform,Pitpna
18.06139183,17.36683464,17.84757042,17.42808151,18.07577133,17.47016716,18.20108032,17.58673668,17.52144623,18.26760101,17.1597538,14.38316059,17.53897667,17.62249565,16.88058853,13.86959362,,,,,,,4,4,4,9.3552,11,0.179829563,-0.117621899,-0.461123225,0.348628201,-0.277148247,-0.811442815,1.030395598,-1.982503414,-1.993671173,Q9Z1G4;Q6NXX6;K3W4T3;Q9Z1G4-3;Q9Z1G4-2;Q3TY98;Q3TXT5;Q99M55,V-type proton ATPase 116 kDa subunit a isoform 1;V-type proton ATPase subunit a,Atp6v0a1
15.61950397,16.3366642,15.45401001,16.18829918,14.98690891,15.09724998,13.99480724,15.47554302,16.08994675,16.94923401,16.6404705,16.67782974,16.29469299,16.21583557,15.70927238,16.34947205,,,,,,,3,3,3,6.4197,6,0.35952185,0.401982784,0.832509559,0.188634636,-0.298123121,-0.480801263,0.505015775,0.42502284,1.102238057,Q5ND34;K4DI77;Q5ND34-3;Q5ND34-2,WD repeat-containing protein 81,Wdr81
16.54855156,17.28762245,16.6417408,16.73158455,16.66982651,17.11654663,16.508955,17.8331871,17.80517769,17.1572876,18.26031303,17.04590988,17.10574532,17.36973381,17.30394173,16.56507301,,,,,,,10,7,7,25.451,21,0.288015432,0.200472355,0.691315816,0.110404844,0.146412373,0.298315068,0.009764375,0.011613369,0.0290491,O08528;E9Q5B5,Hexokinase-2;Hexokinase,Hk2
